name,voteCount,rating,address,cusine,cost,timing,lat,long
Putiram Sweets,834 votes,4.1,"12A, Surya Sen Street, College Street, Kolkata","Bakery, Desserts",₹100,7am – 9pm (Mon-Sun),22.5740455,88.364046
Girish Chandra Dey & Nakur Chandra Nandy,1586 votes,4.8,"56, Ramdulal Sarkar Street, Hedua Park, Hatibagan, Kolkata","Bakery, Desserts",₹100,7am – 10:30pm (Mon-Sun),22.5877111,88.3673613
Delhi Cake Point,34 votes,3.2,"14/2, 2nd Lane, Topsia, Kolkata",Bakery,₹250,11am – 9pm (Mon-Sun),22.38667365,87.3246042
Behrouz Biryani - Royal & Safe,44 votes,4.3,"61 A, Sri Aurobindo Road, Golabari, Salkia, Howrah",Bakery,₹700,10am – 11pm (Mon-Sun),22.6017374,88.3434204
The Insta Cafe,219 votes,3.7,"197, Bidhan Sarani, Manicktala Main Road, Azad Hind Bag, Maniktala, Kolkata",Mishti,₹600,12noon – 10:30pm (Mon-Sun),22.5860916,88.3675328
Kichhukshan Restaurant,870 votes,3.7,"23/2/2, Bhagwan Chatterjee Lane, Kadamtala, Howrah Station Area, Howrah",Mishti,₹450,12:30pm – 9:30pm (Mon-Sun),22.41594975,87.7929456
Fuji,686 votes,4.1,"209A, 3rd Floor, Sarat Bose Road, Southern Avenue, Kolkata","Bengali, Bangladeshi, Seafood","₹2,000",12noon – 10:30pm (Mon-Sun),22.5144141,88.3527049
Captain's Deck Bar And Grill,228 votes,4.1,"3rd Floor, 124B, Meghnad Saha Sarani, Southern Avenue, Kolkata","Bengali, Bangladeshi, Seafood","₹1,400",12noon – 12midnight (Mon-Sun),22.51434,88.363311
Melting Pot,984 votes,4.2,"89 B, Ballygunge Place, Ballygunge, Kolkata","Rolls, Mughlai",₹700,"Closed (Mon),12noon – 10pm (Tue-Sun)",22.525597,88.36846
Expressive Expresso,81 votes,4.2,"100, Monohar Pukur Road, Kalighat, Kolkata","Rolls, Mughlai",₹700,11am – 11pm (Mon-Sun),22.5221028,88.3480334
Food Square,288 votes,4.1,"1/1/1D, Bankim Chatterjee Street, College Street, Kolkata","North Indian, Chinese",₹400,11am – 8pm (Mon-Sun),22.3909989,87.32251695
Hungerpangs,81 votes,3.9,"27A, E.M.Bypass, Sector 1, Salt Lake, Kolkata","North Indian, Chinese",₹250,3pm – 2:30am (Mon-Sun),22.5839976,88.3997133
Shaam-e-Awadh,495 votes,3.9,"126, 1st Floor, Prakriti Building, Kalikapur Road, Kalikapur, Kolkata",Fast Food,₹800,12noon – 11pm (Mon-Sun),22.5025062,88.38814775
Hanglaatherium,2750 votes,4.1,"188/3/1A, Lake Gardens, Prince Anwar Shah Road, Kolkata",Fast Food,₹600,1pm – 12midnight (Mon-Sun),22.64476925,87.86514775
D'Ley,279 votes,3.8,"16, Black Burn Lane, Bara Bazar, Kolkata","Chinese, Thai",₹500,"11am – 10pm (Mon-Sat),11am – 3pm, 6pm – 10pm...",22.5730476,88.3538992
Alfina 33,32 votes,3.5,"33/D, Topsia Road, Topsia, Kolkata","Chinese, Thai",₹500,"12midnight – 1:30am, 12noon – 12midnight (Mon-Sun)",22.43028315,87.4151126
Xis O Krim,492 votes,4.2,"369, Near Lords More, Prince Anwar Shah Road, Kolkata","North Indian, South Indian",₹300,1pm – 4am (Mon-Sun),22.5022909,88.35566995
The Blu Banana,Cuisines:,NEW,"Oyo Townhouse 130, 24, 1st Floor, Southern Avenue, Kalighat, Kolkata","North Indian, South Indian",₹550,11am – 11pm (Mon-Sun),22.5132467,88.3479051
Koko's Bangkok Fried Chicken,Cuisines:,NEW,"187, Santoshpur Avenue, Santoshpur, Kolkata","Chinese, Tibetan",₹250,12noon – 8:30pm (Mon-Sun),22.4933179,88.3884648
Khushbu Biryani,10 votes,3.1,"19C, Tiretta Bazar, Municipal Corporation, Bara Bazar, Kolkata","Chinese, Tibetan",₹150,11am – 11pm (Mon-Sun),22.5752283,88.3558712
Hungry Monkkzzz,218 votes,3.8,"Beside Khudiram Bose College, Hatibagan, Kolkata",North Indian,₹200,12noon – 10pm (Mon-Sun),22.59580495,88.37029885
Sharma's,129 votes,3.3,"77, Cotton Street, Bara Bazar, Kolkata",North Indian,₹200,"10:01am – 11pm (Mon),10am – 11pm (Tue-Sun)",22.58122,88.356176
Udipi Home,471 votes,3.9,"P 545, Jatin Das Road, Desapriya Park, Kolkata","North Indian, Chinese",₹250,7:30am – 9:30pm (Mon-Sun),22.5186792,88.3557941
Hotel Sathi,422 votes,3.8,"39B, Rash Behari Avenue, Kalighat, Kolkata","North Indian, Chinese",₹500,11am – 12midnight (Mon-Sun),22.5169337,88.3441775
Tufaani Biryani,254 votes,3.9,"3B, Sadananda Road, Near ICICI Bank, Hazra, Kolkata","Continental, North Indian, Chinese",₹150,12noon – 10:30pm (Mon-Sun),22.521992,88.35163
Krazy Biryani,879 votes,3.7,"Shop 63/A, Prince Golam Hossain Shah Road, Poddar Nagar 2, Jadavpur, Kolkata","Continental, North Indian, Chinese",₹400,"12:30pm – 5pm, 6:30pm – 12midnight (Mon-Sun)",22.7922274,87.85483545
China Bites,38 votes,3.4,"Shop 63/A, Prince Golam Hossain Shah Road, Poddar Nagar 2, Jadavpur, Kolkata","Mishti, South Indian, Street Food",₹350,"12:30pm – 5pm, 6:30pm – 12midnight (Mon-Sun)",22.7922274,87.85483545
Iceberg,388 votes,3.8,"46/2/1B, Gariahat Road, Golpark, Kolkata","Chinese, Street Food",₹300,12noon – 10pm (Mon-Sun),22.9389979,87.82362595
jitendra's hotel,18 votes,3.4,"49/3, Ramdula Sarke Road, Azad Hind Bag, Hatibagan, Kolkata","Chinese, Street Food",₹300,10am – 2am (Mon-Sun),22.4714065,87.84546765
Calcutta Pi,305 votes,4.3,"390A, Jodhpur Park, Kolkata","Chinese, Seafood",₹800,"12noon – 10:30pm (Mon, Tue, Wed, Thu, Fri, Sun)...",22.5030897,88.3666897
Port 15,138 votes,4,"CB-15, Sector 1, Salt Lake, Kolkata","Chinese, Seafood","₹1,000","12noon – 4pm, 7pm – 11pm (Mon-Sun)",22.5878747,88.4169142
Crossroads,323 votes,4,"345, Prince Anwar Shah Road, Kolkata",Finger Food,₹300,8am – 4am (Mon-Sun),22.5018316,88.357735
Seasonal Fresh Fruit Juice,6 votes,3,"345, Prince Anwar Shah Road, Kolkata",North Indian,₹150,11am – 11pm (Mon-Sun),22.5018316,88.357735
Pappadam,272 votes,4.4,"24, S R Das Road, Mudiali, Southern Avenue, Kolkata",Finger Food,₹700,12noon – 10pm (Mon-Sun),22.5109363,88.3466774
Crossroad Cafe,705 votes,4.2,"85, Prince Anwar Shah Road, Kolkata","Chinese, Mughlai, Rolls",₹600,12noon – 11pm (Mon-Sun),22.5008446,88.3478997
Sharma Snacks,456 votes,3.9,"42/2, N.S.C. Bose Road, Near Ashok Nagar Park, Tollygunge, Kolkata","Chinese, Mughlai, Rolls",₹150,7am – 9:30pm (Mon-Sun),22.571382,87.35289675
Cup eBong,57 votes,4,"98, Kalitala Road, Kalikapur, Kolkata","North Indian, Chinese",₹300,8:30am – 10:45pm (Mon-Sun),22.5065355,88.3974615
Raasta Cafe,88 votes,3.7,"Plot 13-16, Khatian 72-73, Premises 26, Chanditala Main Road, Behala, Kolkata","North Indian, Chinese",₹400,11am – 2:30am (Mon-Sun),22.4315644,88.2958035
Daana Paani,436 votes,3.6,"9, Dr Abani Dutta Road, Dobson Road, Howrah",Finger Food,₹200,11:30am – 10pm (Mon-Sun),22.5936908,88.3430909
Darjeeling Lounge- ITC Royal Bengal,27 votes,3.6,"ITC Royal Bengal, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata",Finger Food,"₹1,000",24 Hours (Mon-Sun),22.5458037,88.3979655
Royal Vega- ITC Royal Bengal,49 votes,3.4,"ITC Royal Bengal, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata",Bakery,"₹3,500","Closed (Mon, Tue, Wed, Thu, Sun), 7:30pm – 11:45pm...",22.5458037,88.3979655
Eden Pavilion - ITC Sonar,569 votes,4,"ITC Royal Bengal, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata","Paan, Desserts, Beverages","₹4,500",7am – 11:45pm (Mon-Sun),22.5458037,88.3979655
The Brass Room,12 votes,3.3,"ITC Royal Bengal, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata","Chinese, Tibetan","₹4,000",11am – 12midnight (Mon-Sun),22.5458037,88.3979655
Lakshmi Narayan Shaw & Son,229 votes,4,"158, Bidhan Sarani, Hatibagan, Kolkata","Rolls, Bengali, Chinese",₹100,4pm – 8:30pm (Mon-Sun),22.5922356,88.369986
M M Fast Food Center,212 votes,4.1,"7B, Raja SC Mullick Road, Jadavpur, Kolkata","Rolls, Bengali, Chinese",₹350,12noon – 10:30pm (Mon-Sun),22.484762,88.375456
Raj Restaurant,578 votes,3.9,"10/2, Monoharpukur Road, Near Rash Behari Avenue, Hazra, Kolkata","Finger Food, Chinese",₹400,7am – 10pm (Mon-Sun),22.4227349,87.3274869
Amritsar Dhaba,514 votes,3.7,"382, G.T. Road, Salkia, Howrah","Finger Food, Chinese",₹400,12:30pm – 12midnight (Mon-Sun),22.596258,88.339856
Hangoutz - The Boutique Cafe,115 votes,4,"20/6, Kalabagan Lane, Opposite Howrah Domurjola Stadium, Shibpur, Howrah","Mishti, Street Food",₹500,12noon – 9pm (Mon-Sun),22.3799578,87.3109682
Tandoor House,1693 votes,4,"46, Ballygunje Garden, Near Golpark Auto Stand, Golpark, Kolkata","Mishti, Street Food",₹400,12:30pm – 10pm (Mon-Sun),22.5203595,88.3679872
Shree Ram Dhaba,301 votes,3.7,"147/1B, Mahatma Gandhi Road, Bara Bazar, Kolkata","Momos, Chinese, Fast Food",₹300,"11am – 3:30pm, 7pm – 11:30pm (Mon-Sun)",22.56627085,87.29596115
Kimli,1612 votes,3.9,"56G, Purnadas Road, Hindustan Park, Kolkata","Momos, Chinese, Fast Food",₹600,12:30pm – 10pm (Mon-Sun),22.5172845,88.3650488
Kaafila,2723 votes,4.2,"City Centre 1, 3rd Floor, Block B, Sector 1, Salt Lake, Kolkata","Cafe, Fast Food","₹1,500","12:30pm – 3:15pm, 7pm – 10:30pm (Mon-Sun)",22.58966615,88.40962615
YAFC Corner,Cuisines:,NEW,"Ground Floor, 38 Topsia Road, Topsia, Kolkata","Cafe, Fast Food",₹450,11am – 11pm (Mon-Sun),22.536648,88.38384655
Panna's Pan Roll Icecream Parlour,131 votes,4,"7-17, Brahma Samaj Road, Vidyasagar Park, Behala, Kolkata",Fast Food,₹200,10am – 10pm (Mon-Sun),22.499164,88.317052
Gupta Eating House,223 votes,3.5,"3-8A, Poddar Nagar, Prince Anwar Shah Road, Kolkata",Fast Food,₹200,11am – 11:30pm (Mon-Sun),22.503344,88.363342
Bawarchi Fast Food,466 votes,3.8,"A/4, C.I.T. Market, Jadavpur, Kolkata","North Indian, Chinese",₹400,12noon – 1am (Mon-Sun),22.39067145,87.32894505
The Whistling Kettle,1204 votes,4.1,"23/3, Gariahat Road, Golpark, Kolkata","North Indian, Chinese",₹600,"Closed (Mon),9am – 10pm (Tue-Sun)",22.41594975,87.7929456
Travelistan,502 votes,3.8,"SD 9 Phase 1, Shyamoli Housing, Uday Shankar Sarani Road, Golf Green, Kolkata","Cafe, Healthy Food",₹500,7:30am – 11pm (Mon-Sun),22.4923536,88.3602764
Shivam Sandwich,599 votes,3.8,"56C, Tollygunge, Kolkata","Cafe, Healthy Food",₹200,10am – 11am (Mon-Sun),22.508813,88.343155
Cafe Kathmandu,13 votes,3.5,"33A, Lake Avenue, Behind Menoka Cinema, Southern Avenue, Kolkata","North Indian, South Indian",₹800,11:30am – 10pm (Mon-Sun),22.51174235,88.3501418
Kebabs In Roll,21 votes,3.2,"36, Garfa Main Road, Haltu, Kalikapur, Kolkata","North Indian, South Indian",₹500,12noon – 10:30pm (Mon-Sun),22.50354085,88.3780394
Champaran Meat Corner,19 votes,3.9,"18, Ground Floor, Ultadanga, Kolkata","Cafe, Fast Food",₹800,9am – 12midnight (Mon-Sun),22.58381235,88.39358585
Bhikharam Chandmal Rajuji,110 votes,3.6,"36, Doctor Abani Dutta Road, Dobson Road, Howrah","Cafe, Fast Food",₹300,7am – 12midnight (Mon-Sun),22.5940743,88.3416147
Noxx,867 votes,3.8,"29/1, Kalabagan Lane, Shibpur, Howrah",Mishti,₹800,12noon – 11pm (Mon-Sun),22.34059515,87.58868915
Bangasree Misthana Bhandar,101 votes,3.8,"257, Deshpran Sasmal Road, Tollygunge, Kolkata",Mishti,₹100,7am – 10pm (Mon-Sun),22.492156,88.345969
Tongue Twister,266 votes,2.3,"114B, Bidhan Sarani, Shyam Bazar, Kolkata",Fast Food,₹600,12noon – 10pm (Mon-Sun),22.601116,88.373468
Penguin Restaurant,599 votes,3.6,"52/2, Danesh Sheikh Lane, Andul Road, Howrah",Fast Food,₹450,12noon – 10:30pm (Mon-Sun),22.5801401,87.3563877
Wisdom Tree,20 votes,4.1,"20, Dover Road, Ballygunge, Kolkata","Mishti, Street Food",₹400,"12noon – 9:30pm (Mon, Tue, Wed, Fri, Sat, Sun)...",22.5260735,88.3574154
Fatafati Kathi,43 votes,3.6,"12/1C, Monohar Pukur Road, Hazra, Kolkata","Mishti, Street Food",₹200,12noon – 11pm (Mon-Sun),22.5183089,87.3626901
Sidra Restaurant,47 votes,4.1,"1/428, Jodhpur Park, Kolkata",North Indian,"₹1,000",12noon – 11pm (Mon-Sun),22.3909989,87.32251695
Hindustan Sweets,236 votes,4,"3, Tollygunge Circular Road, New Alipore, Kolkata",North Indian,₹100,7am – 10pm (Mon-Sun),22.5034151,88.3391839
Food Bowl,77 votes,3.6,"Shop 6, Raja SC Malik Road, Jadavpur, Kolkata","Chinese, North Indian",₹300,11:30am – 10:30pm (Mon-Sun),22.4946119,88.3712121
Royal Spoon,377 votes,3.7,"185, Bidhan Sarani, Hatibagan, Kolkata","Chinese, North Indian",₹300,10am – 10pm (Mon-Sun),22.587079,88.3678982
Matka Biryani,81 votes,3.9,"E-164, Sukant Nagar, Bidhannagar, Sector 3, Salt Lake, Kolkata","North Indian, Biryani",₹600,12noon – 11pm (Mon-Sun),22.562073,88.415554
Abhinandan,308 votes,3.8,"23, Burtolla Street, Near Satyanarayan Park, AC Market, Bara Bazar, Kolkata","North Indian, Biryani",₹300,11am – 10:30pm (Mon-Sun),22.5822299,88.3541159
Naaz Fast Food Centre,Cuisines:,NEW,"217, G T Road, Shibpur, Howrah",Cafe,₹400,11am – 11pm (Mon-Sun),22.5679209,88.32384
Mughal Shughal By The Way,402 votes,3.2,"Raj Daga Main Road, Kasba, Kolkata",Cafe,₹600,"12:01am – 2am, 12noon – 12midnight (Mon-Sun)",22.5105199,88.3827606
China Garden,152 votes,3.3,"Raj Daga Main Road, Kasba, Kolkata",Desserts,₹300,12:30pm – 10:30pm (Mon-Sun),22.5105199,88.3827606
The Dragon's Kitchen,175 votes,3.4,"28/7, Sahapur Colony, New Alipore, Kolkata","North Indian, Continental",₹400,11am – 11pm (Mon-Sun),22.46130295,87.84247865
Byloom Canteen,299 votes,3.9,"58B, Hindustan Park Road, Hindustan Park, Kolkata","Continental, Chinese, North Indian",₹500,11am – 8pm (Mon-Sun),22.5174942,88.3615788
Since 2016 Cafe,40 votes,4,"EC-26, Ground Floor, Sector 1, Salt Lake, Kolkata","Continental, Chinese, North Indian",₹400,9:30am – 10pm (Mon-Sun),22.5898544,88.41414275
Shree Ram Chaat & Paratha House,65 votes,3.7,"102/1, Parnasree Pally, Extension Road, Behala, Kolkata","Fast Food, North Indian",₹150,8am – 2am (Mon-Sun),22.5167838,87.2448399
Dilnawaz Biryani Centre,464 votes,3.9,"28, Deshpran Shasmal Road, Near Charu Market Thana, Tollygunge, Kolkata","Chinese, Street Food, Mughlai",₹200,12noon – 11pm (Mon-Sun),22.50646795,88.3462318
Wich Craft,208 votes,3.9,"164, Swinhoe Lane, Near Radharani Press, Kasba, Kolkata","Chinese, Street Food, Mughlai",₹200,8am – 3am (Mon-Sun),22.522905,88.37571
Let's Have Shakes,12 votes,3.4,"164, Swinhoe Lane, Near Radharani Press, Kasba, Kolkata","North Indian, Bengali, Chinese, Rolls",₹300,8am – 4am (Mon-Sun),22.522905,88.37571
South Indian  Coffee House,531 votes,3.8,"11/B, Brahmo Samaj Road, Behala, Kolkata","North Indian, Chinese, Fast Food",₹300,8am – 10pm (Mon-Sun),22.4248511,87.3275792
Salt & Spice,27 votes,3.8,"168, Prince Anwar Shah Road, Kolkata","North Indian, Chinese, Fast Food",₹300,"8am – 12midnight (Mon, Wed, Thu, Fri, Sat, Sun)...",22.5011163,88.3496247
Alishan Biryani,63 votes,3.6,"63, Pilkhana, Salkia, Howrah",Bakery,₹250,10am – 11pm (Mon-Sun),22.5893733,88.34635755
Wow Burger,141 votes,3.4,"C/1B, Bapuji Nagar, Jadavpur, Kolkata",Bakery,₹200,8:30am – 10pm (Mon-Sun),22.377381,87.3217879
Khana Khazana,707 votes,3.8,"1/1/B, Khirod Chandra Ghosh Road, Dobson Road, Howrah",Fast Food,₹600,11am – 11pm (Mon-Sun),22.3909989,87.32251695
Country Roads,76 votes,3.6,"Near Raghudevpur Gram Panchayat Office, Bauria Road, Panchla, Near Andul Road, Howrah","Rolls, Chinese",₹700,11am – 12midnight (Mon-Sun),22.5292072,88.1516479
Delhi Chicken,Cuisines:,-,"P-158, Beside P.C Chandra Jewellers, Ultadanga, Kolkata","Rolls, Chinese",₹300,8am – 2am (Mon-Sun),22.5902907,88.39297845
Daily Belli,11 votes,3.4,"P 27, C.I.T, Scheme 72, Block B, Dhakuria, Kolkata",Mithai,₹500,11am – 10pm (Mon-Sun),22.5107531,88.3680822
Food Bay,247 votes,4.4,"City Center 1, Kund Area, Sector 1, Salt Lake, Kolkata",Mithai,₹300,10:30am – 10pm (Mon-Sun),22.589691,88.40626485
Shiv Assram,154 votes,4.3,"168, Bidhan Sarani, Hatibagan, Kolkata","Fast Food, Street Food",₹200,8am – 10pm (Mon-Sun),22.590091,88.368932
Monkey Temple,74 votes,4.2,"1/284, Jodhpur park Road, Jodhpur Park, Kolkata","Fast Food, Street Food","₹1,000",10am – 10:30pm (Mon-Sun),22.3909989,87.32251695
Great Wok of China,397 votes,4.3,"29/1, Panditiya Road, Dover Terrace, Ballygunge, Kolkata",Chinese,₹900,"12noon – 11:30pm (Mon-Fri),12noon – 10:30pm...",22.34059515,87.58868915
Haryana Sweets,288 votes,4.1,"P54, C.I.T. Road, Scheme -VI M, Kankurgachi, Kolkata",Chinese,₹150,7:30am – 8:30pm (Mon-Sun),22.58010745,88.39111445
Potstickers,21 votes,3.5,"28/7, Sahapur Colony, Near Saini Hyundai Showroom, New Alipore, Kolkata","Chinese, Rolls",₹500,11am – 11pm (Mon-Sun),22.46130295,87.84247865
Foodies Hunt,27 votes,3.4,"15, NSC Bose Road, Tollygunge, Kolkata","Chinese, Rolls",₹300,"10am – 10:45pm (Mon-Fri),10am – 11pm (Sat-Sun)",22.490498,88.3479956
Kolkata 19,22 votes,3.4,"72, Hazra Road, Hazra, Kolkata","North Indian, Chinese",₹300,12noon – 10:30pm (Mon-Sun),22.5241585,88.3486213
Grill Onion,239 votes,3.3,"91B, Babaram Ghosh Road, Near Technician Studio, Tollygunge, Kolkata","North Indian, Chinese",₹350,12noon – 10pm (Mon-Sun),22.49302775,88.3507627
Cafe Studio,929 votes,4.2,"IA 272, Sector 3, Salt Lake, Kolkata","Rolls, Fast Food",₹600,"11:30am – 10:30pm (Mon-Fri),8:30am – 10:30pm...",22.571295,88.410997
Badshah Kathi Rolls,10 votes,3.1,"104, Rash Behari Avenue Lake Mall, Lake Market Area, Kolkata","Rolls, Fast Food",₹150,10:30am – 10:30pm (Mon-Sun),22.5164107,88.348971
The Mighty Slice,149 votes,4.2,"P 464, Keyatala Road, Southern Avenue, Kolkata","North Indian, Fast Food",₹500,"Closed (Mon),12:30pm – 11pm (Tue-Sun)",22.5157239,88.3633985
Momo & Dim Sums,Cuisines:,NEW,"Shop 5, Poddar Nagar, Jadavpur, Kolkata","North Indian, Fast Food",₹300,11am – 11pm (Mon-Sun),22.49739,88.368115
7th Heaven,131 votes,3.8,"1, Kshirode Chandra Ghosh Road, Watkins Lane, Dobson Road, Howrah","Rolls, Chinese",₹500,10am – 10pm (Mon-Sun),22.5925132,88.3416278
Al Firdaus Fast Food,208 votes,4,"16, Kustia Masjid Bari Lane, Picnic Garden, Kolkata","Bengali, North Indian",₹200,11am – 11pm (Mon-Sun),22.534786,88.3813931
Galouti,30 votes,4,"City Centre 1, Block DC, Near Inox Multiplex, Sector 1, Salt Lake, Kolkata","Bengali, North Indian",₹400,12noon – 11pm (Mon-Sun),22.588261,88.4085007
Kolkata Kitchen,93 votes,3.8,"97/6 A, Hazra Road, Hazra, Kolkata","Chinese, Rolls",₹300,11am – 10pm (Mon-Sun),22.67572445,87.8874223
Indian Biryani,401 votes,3.7,"11, Harsi Street, Raja Bazar, Sealdah Area, Kolkata","Chinese, Rolls",₹300,1pm – 12midnight (Mon-Sun),22.5756493,88.3744703
Little Hong Kong,27 votes,3.4,"6A, Kavi Mohmmad Iqbal Road, Kidderpore, Kolkata","Chinese, North Indian, Mughlai",₹250,2pm – 2am (Mon-Sun),22.5343991,88.3232182
Mrs. Magpie,2811 votes,4.2,"570, Lake Terrace Road Extension, Keyatala, Southern Avenue, Kolkata","Chinese, North Indian, Mughlai",₹650,9am – 10pm (Mon-Sun),22.516367,88.361848
Time Pass Fast Food Centre,224 votes,3.7,"67, Sisir Bhaduri Sarani, Near Hedua Park, Hatibagan, Kolkata","Chinese, Finger Food",₹300,5:30pm – 10:30pm (Mon-Sun),22.58916355,88.36650815
Faasos,32 votes,3.8,"Plot 83, 1st Floor, Phase II, Kasba Industrial Estate, Kasba, Kolkata","Chinese, Finger Food",₹500,9am – 11pm (Mon-Sun),22.5195562,88.390669
Fiesta Bar & Restaurant,105 votes,3.7,"31 A/1, Kalabagan Lane, Opposite Dumurjola Stadium, Shibpur, Howrah","Chinese, North Indian","₹1,500",11am – 11:30pm (Mon-Sun),22.4747623,88.30715435
Tripti Cafe,189 votes,4.3,"6B, Sultan Alam Road, Tollygunge, Kolkata","Chinese, North Indian",₹600,10am – 10:30pm (Mon-Sun),22.5063458,88.3460724
Campari,755 votes,4.1,"155B, Rash Behari Avenue, Gariahat, Kolkata",Biryani,₹150,"4pm – 9pm (Mon-Sat),Closed (Sun)",22.5177118,88.3550852
National Fast Food Dhaba,176 votes,3.6,"404, Grand Trunk Road, Babudanga, Pilkhana, Dobson Road, Howrah","Fast Food, Kebab",₹500,1pm – 12midnight (Mon-Sun),22.59872085,88.34084405
Bakewarm Cafe,13 votes,3.7,"281/A, Vivekananda Road, Maniktala, Kolkata","Fast Food, Kebab",₹250,11am – 11pm (Mon-Sun),22.3452936,87.2945453
Oindrila Restaurant,492 votes,3.1,"16/1, Bholanath Nandy Lane, Belepole, Kona Exp Way, Howrah","Pizza, Sandwich, Fast Food",₹600,11am – 11pm (Mon-Sun),22.30738845,87.57414305
Panna's South Indian Bistro,470 votes,4.3,"14, Brahmo Samaj Road, Near Vidyasagar Hospital, Behala, Kolkata","Pizza, Sandwich, Fast Food",₹200,8am – 10pm (Mon-Sun),22.4987105,88.3155029
New Veg Adda,45 votes,3.4,"26, Maulana Abul Kalam Ajad Road, Dobson Road, Howrah","Bengali, Parsi",₹200,11am – 10pm (Mon-Sun),22.5919997,88.3416276
Hit Wicket,219 votes,4,"FE 13, Opposite Central Park Gate 2, Sector 3, Salt Lake, Kolkata","Bengali, Parsi","₹1,200",11am – 11pm (Mon-Sun),22.58704495,88.4159125
Bliss,576 votes,4,"53, Hindustan Park Road, Hindustan Park, Kolkata","Chinese, Street Food, Italian, Pizza, South Indian, North Indian, Fast Food",₹450,"Closed (Mon),12:30pm – 10:30pm (Tue-Sun)",22.5174942,88.3615788
Melodrama,416 votes,4.5,"267, Upendra Bhavan, Jodhpur Park, Kolkata",European,₹400,11am – 8pm (Mon-Sun),22.481033,88.3761895
Biryani Corner,15 votes,3.2,"10 B, Kabitirtha Sarani, Kidderpore, Kolkata",European,₹150,12noon – 11pm (Mon-Sun),22.5429679,88.3251366
Little Box,21 votes,3.5,"P-238, Scheme 4, Narkeldanga Main Road, Phoolbagan, Beliaghata, Kolkata","Bakery, Desserts",₹500,11am – 10pm (Mon-Sun),22.5713453,88.3940762
New Punjabi Hotel,784 votes,3.7,"87, Diamond Harbour Road, Opposite Ajanta Cinema, Behala, Kolkata","Bakery, Desserts",₹500,7am – 11:45pm (Mon-Sun),22.5081042,88.32039915
Dhiren Cabin,126 votes,4,"126, Shobha Bazar More, Shobha Bazar, Kolkata","Fast Food, Chinese, Beverages",₹250,4pm – 10pm (Mon-Sun),22.5967139,88.36334385
New Royal Biryani,153 votes,3.4,"27, Surya Sen Street, Near College Street, College Street, Kolkata","Fast Food, Chinese, Beverages",₹250,12noon – 10pm (Mon-Sun),22.5730738,88.3658678
O3 Rolls,96 votes,3.9,"8, 79/1H, Narkel Bagan, Bade Raipur Road, Near Kali Mandir, Jadavpur, Kolkata","North Indian, Sandwich, Rolls, Chinese",₹200,11am – 11pm (Mon-Sun),8.0,79.0
Petuk Kolkata,454 votes,3.7,"118, Raja Dinendra Street, Hatibagan, Kolkata","North Indian, Sandwich, Rolls, Chinese",₹350,12noon – 11pm (Mon-Sun),22.5943398,88.3772837
The Highway By Bachans,31 votes,3.6,"T 39 A, 2nd Floor, Rash Behari Avenue, Kalighat, Kolkata","Paan, Beverages",₹600,12noon – 11pm (Mon-Sun),22.51927025,88.35639695
Krazzy for Waffle,453 votes,4.3,"6/6, Poddar Nagar, Prince Anwar Shah Road, Kolkata","Chinese, Bengali, North Indian",₹300,9am – 3am (Mon-Sun),22.387312,87.3145079
Friends Cafeteria,29 votes,3.6,"SDE 1, Suparana Bhawan, Golf Green, Kolkata","North Indian, Chinese",₹450,11am – 11pm (Mon-Sun),22.49290705,88.360355
Fork & Dagger,837 votes,3.7,"219, Chitranjan Avenue, Near Girish Park, Kolkata","North Indian, Chinese",₹700,11am – 10:30pm (Mon-Sun),22.5895564,88.3635947
The Silk Route,385 votes,4,"2/1, Prince Ghulam Hussain Shah Road, Near Bikram Garh More, Golf Green, Kolkata","Desserts, Ice Cream, Beverages",₹700,12noon – 11pm (Mon-Sun),22.391764,87.32131525
Baati Chokha,726 votes,4.1,"FD 14, Sector 3, Salt Lake, Kolkata","Desserts, Ice Cream, Beverages",₹600,12noon – 11pm (Mon-Sun),22.57591605,88.4128825
Peep Inn,164 votes,2.4,"177A, S.P. Mukherjee Road, Southern Avenue, Kolkata","Biryani, North Indian, Rolls, Chinese",₹300,10am – 10pm (Mon-Sun),22.5085281,88.34569475
Tin Tin,40 votes,2.4,"177A, S.P. Mukherjee Road, Southern Avenue, Kolkata","Sandwich, Fast Food, Ice Cream, Desserts, Beverages",₹350,10:30am – 10pm (Mon-Sun),22.5085281,88.34569475
Pao Chein,228 votes,3.7,"20, Golpark, Hindustan Park, Gariahat, Kolkata","Biryani, North Indian, Rolls, Chinese",₹700,11am – 10pm (Mon-Sun),22.5162882,88.365992
La Komida,279 votes,3.7,"19E, Jheel Road, Near Jadavpur Thana, Kalikapur, Kolkata","Momos, North Eastern, Fast Food, Tibetan",₹850,11am – 11pm (Mon-Sun),22.5015656,88.3750706
Alishan Biriyani,8 votes,3,"63, G.T. Road, Pilkhana Mor, Dobson Road, Howrah","North Indian, Chinese, Biryani",₹150,11:30am – 12midnight (Mon-Sun),22.59430475,88.33934865
