name,voteCount,rating,address,cusine,cost,timing,lat,long
New Dhakeswari Hotel & Caterer,8 votes,3,"Ghoshpara Station Road, B 16, Block C, ITI More, Kalyani, Kolkata",Bakery,₹200,10am – 10:30pm (Mon-Sun),22.9801599,88.4379888
Testy Fast Food Centre,4 votes,2.9,"135, Kalibari Rifle Club Road, Bansdroni, Naktala, Kolkata",Bakery,₹400,12noon – 11pm (Mon-Sun),22.4752993,88.36537145
Eat'n'Feast,15 votes,3.3,"4/2/1, A I C Road, Rahara, Khardah, Kolkata",Chinese,₹250,12noon – 10pm (Mon-Sun),22.37882595,87.3130537
Cheesy Bites,15 votes,3.1,"122, Shyamnagar Road, Dum Dum, Kolkata",Chinese,₹350,11:30am – 1am (Mon-Sun),22.610153,88.4194969
Dips Food Corner,38 votes,3.4,"Yuvak Sangh Building, Station Road, Nabagram, Hooghly, Konnagar, Kolkata",Street Food,₹300,6pm – 11pm (Mon-Sun),22.70801075,88.33842435
The Little Chilly,8 votes,3.2,"971, Majumder Para, Sunny Dew Apartment Garia, Kolkata",Bakery,₹450,10:30am – 10:30pm (Mon-Sun),22.4635746,88.3932338
Super Star Hazi Biriyani,14 votes,3.2,"Sodepur Kachkol More, Amarabati, Panihati Municipality, North Twenty Four Parganas, Sodepur, Kolkata",Bakery,₹200,12noon – 10pm (Mon-Sun),22.6759958,88.32972875
Teekha Mirch,17 votes,3.3,"Champa Devi Niwas, Barowaritala, Kestopur, Kolkata","Italian, Continental, Beverages",₹400,1pm – 12midnight (Mon-Sun),22.60706065,88.42196245
Boudir Rannaghar,29 votes,2.9,"71, Thakur Nitya Gopal Road, Panihati, Sodepur, Kolkata","Italian, Continental, Beverages",₹250,"7am – 11pm (Mon-Sat),7am – 2:30pm, 7pm – 11pm...",22.6994181,88.3689862
Gossips,6 votes,2.9,"113/2, Biren Roy Road West, Near Surgy Center, Behala, Kolkata",Mishti,₹200,11am – 11pm (Mon-Sun),22.8318093,87.8812011
Padma's Bake House,38 votes,3.5,"Shop 11, E3-398, 3rd Floor, Green Plaza, Green Field City, Behala, Kolkata","American, Beverages",₹350,"9am – 1pm, 5pm – 12midnight (Mon-Sun)",22.4941269,88.2746398
Rannaghor,13 votes,3.4,"KD/6/2, Ashwini Nagar, Near Nara Nayan Ashram, Baguihati, Kolkata","American, Beverages",₹250,11am – 11pm (Mon-Sun),22.40638765,87.4214357
Eiraavat's Spread,18 votes,3.2,"Adarshapally Road, Near Gouranganagar Dhalai Bridge, Newtown, kolkata","Chinese, Momos, Thai",₹250,10am – 1am (Mon-Sun),22.5929086,88.4505841
Rrice & Sspice,12 votes,3.2,"Shop A36, NKDA Market, Opposite Unitech Gate 1, Rajarhat, New Town, Kolkata","North Indian, Sandwich, Fast Food, Rajasthani",₹250,"11am – 11pm, 12midnight – 1am (Mon-Sun)",22.5910403,88.48075305
Paradise Family Restaurant,12 votes,3,"B-7/14 S, Central Park, Kalyani, Kolkata","North Indian, Sandwich, Fast Food, Rajasthani",₹500,11am – 11pm (Mon-Sun),22.66165215,87.90205895
PM Restaurant,77 votes,3.5,"B 12/23, Kalyani Central Park, Kalyani, Kolkata","North Indian, Bengali, Chinese",₹550,11am – 11pm (Mon-Sun),23.0118306,87.8882482
A One Hotel & Restaurant,5 votes,3.2,"Aam Bagan Julia Road, Kanchrapara Station, Kalyani, Kolkata","North Indian, Bengali, Chinese",₹200,8am – 10pm (Mon-Sun),22.93753535,88.43574525
Home-Touch Thali,25 votes,3.1,"B-41 A, East Rajapur Santoshpur, Kolkata",Bakery,₹250,10am – 10pm (Mon-Sun),22.48926695,88.3859368
Red Chilli,5 votes,3,"360/D/4, Criper Road, Konnagar, Kolkata",Bakery,₹200,11am – 11pm (Mon-Sun),22.65027055,87.7660592
Ahare Bahare,6 votes,2.9,"A-9/149, Nadia, Kalyani, Kolkata",Chinese,₹100,11am – 8pm (Mon-Sun),22.65803355,87.88655555
Salaam Kolkata,9 votes,3.2,"Shop 82, Pallysree, Near Netaji Nagar Women's College, Naktala, Kolkata",Bakery,₹400,2pm – 11pm (Mon-Sun),22.474437,88.36664085
Ye Dil Mangey More,5 votes,2.9,"G29, Block B Downtown Mall, New Town, Kolkata",Bakery,₹300,"7am – 2:30pm, 6pm – 9:30pm (Mon-Sun)",22.5589951,88.4951188
Yammy Momos,7 votes,3.2,"105, GT Road, Konnagar, Kolkata","Bengali, North Indian",₹150,6pm – 10pm (Mon-Sun),22.7075187,88.3574685
Signature Chinese,21 votes,3.6,"Hela Battala-Barrackpore Road, Barasat, Kolkata",Mishti,₹400,1pm – 10:30pm (Mon-Sun),22.7395674,88.4578913
Radha Gobinda Mistanna,36 votes,3.4,"Shop 20, 2 Bazar, Diagonal Road, B7, Block B, B8, Kalyani, Kolkata",Mishti,₹100,7am – 12midnight (Mon-Sun),22.9716768,88.4296585
Rado's Kitchen,11 votes,3.1,"49 B, B.T.Road, Sinthi, Kolkata",Fast Food,₹300,11am – 8pm (Mon-Sun),22.6287418,88.3787415
Pioneer Products,15 votes,3.4,"251, Vivekananda Road, Baikanthapur, Sonarpur, Near Narendra Pur, Kolkata",Fast Food,₹200,24 Hours (Mon-Sun),22.4356093,88.4266085
Mitra Roll Corner,7 votes,3.1,"119/A, Rajendra Avenue, Hooghly, Uttarpara, Kolkata","Chinese, North Indian",₹200,6pm – 11pm (Mon-Sun),22.16684705,87.8336869
Roni Hotel And Restaurant,8 votes,3.1,"Village And Post, Chakpachuria Rajarhat, Opposite Ecospace Entrance, New Town, Kolkata","Chinese, North Indian",₹300,11:30am – 10pm (Mon-Sun),22.5858027,88.4899995
Spicy Kitchen,39 votes,3.4,"45 Pally, Behala, Kolkata","North Indian, Chinese, Beverages",₹350,11am – 11pm (Mon-Sun),22.498325,88.306254
Cheezy And Spicy,11 votes,3.2,"278 A, Dum Dum Park, Near Indian Overseas Bank, Dum Dum, Kolkata","North Indian, Chinese, Beverages",₹250,12noon – 11pm (Mon-Sun),22.609282,88.4142968
Hotel Ambassador,7 votes,3.1,"Budha Park, Highway, SH 1, Chowmatha, Block B, Kalyani, Kolkata",Chinese,₹500,11am – 11pm (Mon-Sun),22.9629906,88.427345
Friends Food Centre,4 votes,3,"6, Narsingha Colony, Chakpara, Liluah, Howrah",Chinese,₹250,8:30am – 10:30pm (Mon-Sun),22.62867505,88.31338
Maaer Rannaghar,17 votes,3.3,"106, Holodhar Basu Road, Panihati, Sodepur, Kolkata","Beverages, Fast Food",₹250,"8am – 11pm (Mon, Tue, Wed, Thu, Sat, Sun), 7am –...",22.70136525,88.3876493
Food Feast,63 votes,3.6,"C-17, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata","Chinese, North Indian",₹150,5pm – 3am (Mon-Sun),22.5713163,88.4788207
Sunny's  Kitchen,19 votes,2.9,"Shop 5, 34/2, B.M.Banerjee Road, Belghoria, Kolkata","Chinese, North Indian",₹200,8:30am – 10:30pm (Mon-Sun),22.7079287,87.3260171
Moumitar Rannaghar,31 votes,3,"B2/245, Ground Floor, RBJ Ankit Apartment, Kalyani, Kolkata","Chinese, North Indian, Continental",₹300,11am – 11pm (Mon-Sun),22.8717204,87.33597765
Aditi Restaurant,11 votes,3.2,"179, GT Road, Mahesh, Serampore, Kolkata","Chinese, North Indian, Continental",₹250,12noon – 11pm (Mon-Sun),22.74043245,88.3506418
Ashirwad Biryani,16 votes,3.3,"H/D 1/1, Baguiati Baguiapura, Baguihati, Kolkata","North Indian, Rajasthani",₹250,12noon – 2am (Mon-Sun),22.43458055,87.3623697
Sonia Pizza Shop,10 votes,3.2,"85/24, Lalbahadur Shastri Road, Konnagar, Kolkata","North Indian, Rajasthani",₹400,10am – 11pm (Mon-Sun),22.67689065,87.89087785
Indian Royal Biryani,10 votes,3.2,"100/1/A, B G.T.Road, Sakher Bazar, Bhadrakali, Uttarpara, Kolkata",Desserts,₹250,12noon – 11pm (Mon-Sun),22.41835805,87.4938051
Som Sinn Bites,10 votes,3.2,"I/D-1, Aswininagar, Baguihati, Kolkata","Continental, Burger, Sandwich, Italian, Pizza, North Indian",₹250,1pm – 11pm (Mon-Sun),22.42679325,87.43362965
Saha Food Corner,7 votes,3.1,"Shanti Bhawan, Kalipark, Bablatala, New Town, Kolkata","Continental, Burger, Sandwich, Italian, Pizza, North Indian",₹350,12noon – 11pm (Mon-Sun),22.6167045,88.42295525
New Royal Biryani,4 votes,3,"1, Madhusudan Banerjee Road, Udaypur, Belghoria, Kolkata",Bakery,₹200,11am – 11pm (Mon-Sun),22.664696,88.40117
Arsalan's Biriyani,4 votes,3,"Opposite Barrackpore Station, S.M. Ali Road, Barrackpore, Kolkata",Bakery,₹150,11am – 11pm (Mon-Sun),22.7528152,88.3697524
Swad Bodol,5 votes,3.1,"268, DD Road, Opposite Gandhi Seba Sadhan Hospital, Sreebhumi, Lake Town, Kolkata","Bengali, Biryani",₹300,12noon – 11pm (Mon-Sun),22.6012363,88.40348995
Go Go Multicuisine Restaurant,13 votes,3.2,"Taki Road, Opposite Bidhan Market, Barasat, Kolkata","Bengali, Biryani",₹500,11am – 11pm (Mon-Sun),22.71589485,88.4950734
New Amin Biryani,23 votes,3.3,"Shop 88, Kabi Guru Rabindra Path, Bijoy, Kanchrapara, West Bengal",Biryani,₹300,10:30am – 11pm (Mon-Sun),22.947433,88.4459032
The Gourmet Club,21 votes,2.6,"E-40, Sammilani Park, Ajoy Nagar, Kolkata",Biryani,₹600,12noon – 10:30pm (Mon-Sun),22.4872265,88.390124
Nh2 Food Junction,29 votes,3.9,"T.N. Mukherjee Road, South Subhas Pally, Daikuni Junction, Near Sinthi, Kolkata","North Indian, Chinese, Rolls, Mughlai",₹500,11am – 10pm (Mon-Sun),22.6810013,88.2943021
Spice Counter,158 votes,3.5,"AG 290, Sardar Para, Kestopur, Kolkata","Asian, Rolls, North Indian, Chinese",₹400,10am – 11pm (Mon-Sun),22.5994075,88.42966625
Palace of Sweets,14 votes,2.9,"H8, B.P Township Garia, Garia, Kolkata","Asian, Rolls, North Indian, Chinese",₹100,10am – 10pm (Mon-Sun),22.4711067,88.3892828
Nipaz,13 votes,2.7,"1, Baghajatin Road, Baranagar, Kolkata",Bengali,₹300,5pm – 10pm (Mon-Sun),22.6381734,88.3763318
Flavyo,20 votes,2.8,"4th Floor, Sun City Mall, Champadali, Barasat, Kolkata",Bengali,₹150,11am – 9pm (Mon-Sun),22.719957,88.4872426
Snacks Hut,10 votes,2.8,"Swimming Pool, Near Presidency Hostel, Sector 1, Salt Lake",Momos,₹200,4pm – 10pm (Mon-Sun),22.6046262,88.41863375
The Bake Lab,91 votes,3.7,"CK, 187, Near Tank 9, Sector 2, Salt Lake, Kolkata",Momos,₹500,10am – 8pm (Mon-Sun),22.58529125,88.42615185
Master Chefs,345 votes,3.1,"73, Anandalok, Barasat Road, Sodepur, Kolkata",Biryani,₹600,11am – 10:30pm (Mon-Sun),22.6956002,88.3964608
The Flavours King,268 votes,3.7,"Shop 37, Chawul Patty, Prasad Ray Smrity Market, Baguihati, Kolkata",Biryani,₹150,6:30pm – 1am (Mon-Sun),22.6167217,88.3908959
Kum Pao,109 votes,3.2,"Kamalgazi, Pratapgarh, Near B.D. Memorial School, Garia, Kolkata",North Indian,₹500,11:30am – 10:30pm (Mon-Sun),22.46738635,88.3844479
KIFO - Food's by Kilo,300 votes,3.8,"Rabindrapally, Kestopur, Kolkata",North Indian,₹600,"8:30am – 4pm, 5:30pm – 8:30pm (Mon-Sun)",22.5995871,88.4276157
The Choco Hub,29 votes,3.6,"10, Regent Apartment, N. N. Dutta Road, Tollygunge, Kolkata",Chinese,₹200,"9:30am – 8pm (Mon-Sat),Closed (Sun)",22.4820863,88.35949625
Tea House,52 votes,3.5,"Omega Building, Opposite Yes Bank, Sector 5, Salt Lake, Kolkata.",Chinese,₹350,"10:30am – 8:30pm (Mon-Sat),Closed (Sun)",22.5697124,88.4321482
Noodle Oodle Express,55 votes,3.4,"965, Jessore Road, Opposite Diamond Plaza, Nagerbazar, Kolkata",North Indian,₹500,10am – 11pm (Mon-Sun),22.61577305,88.4121811
Kolkata Fried Chicken,33 votes,2.5,"68, Jessore Road, Near Nagerbazar Flyover, Nagerbazar, Kolkata","Bengali, Chinese",₹250,5pm – 10:30pm (Mon-Sun),22.6205235,88.4181711
Sweet Tooth,10 votes,3.2,"AK 187, Tank 8, Sector 2, Salt Lake","Bengali, Chinese",₹300,11am – 8pm (Mon-Sun),22.58676205,88.4309667
Quality Fried Chicken,33 votes,3.4,"46, Girish Ghosh Road, Belur, Howrah",Kebab,₹250,5pm – 10pm (Mon-Sun),22.622869,88.3531571
Tandoori Darbar,24 votes,2.9,"1, Jay Bibi Road, Ghusuri, Liluah, Howrah, Kolkata",Kebab,₹350,7:30am – 11pm (Mon-Sun),22.615063,88.3553916
Satyacharan Mistanna Bhandar,10 votes,3.2,"68, GT Road, Hooghly, Near Belur, Howrah","South Indian, Chinese",₹100,7:30am – 12midnight (Mon-Sun),22.6221,88.3490364
Bhaijan,13 votes,3.1,"308/1A, Diamond Harbour Road, Thakur Pukur, Kolkata","South Indian, Chinese",₹300,12noon – 10pm (Mon-Sun),22.4682744,87.8643208
Banarasi Chaat Bhandar,52 votes,3.5,"354, Block A, Near Bal Hanuman Mandir, Lake Town, Kolkata","Chinese, North Indian",₹150,"Closed (Mon),5pm – 11pm (Tue-Sun)",22.6040764,88.40673675
Madras Restaurant,90 votes,3.6,"Opposite Cognizant, Sector 5, Salt Lake, Kolkata",Biryani,₹500,8:30am – 10pm (Mon-Sun),22.58105755,88.443037
The Cake Lab,32 votes,3.4,"Natural City 43, Shyamnagar Road, Satgachi, South Dum Dum, Kolkata",Biryani,₹250,12noon – 6pm (Mon-Sun),22.6127437,88.4172585
Foooddy Dot Com,38 votes,2.8,"Major Arterial Road, Action Area 1, New Town, Kolkata",South Indian,₹250,8:30am – 10pm (Mon-Sun),22.57994215,88.4678153
Flavours,128 votes,3.6,"70, DPP Road, Near Sammilani Field, Naktala, Kolkata",South Indian,₹450,2pm – 11pm (Mon-Sun),22.4788629,88.3663154
Adhya's Gourmet,17 votes,3.3,"Purbo Putiyali, Tollygunge, Kolkata","Bengali, Chinese, North Indian",₹500,"7:30am – 7:30pm (Mon-Sat),7:30am – 12:30pm (Sun)",22.4684289,88.3428653
Ram Bhog Fast Food Centre and Restaurant,28 votes,3.2,"AC 3-88, Shivam Tower, Krishnapur, Milan Bazaar, Kestopur, Kolkata","Bengali, Chinese, North Indian",₹350,9am – 11pm (Mon-Sun),22.59307245,88.43565055
Sree Bakes,20 votes,3.4,"IC/1, Balaji Apartment, Ashwininagar, Baguiati, Kolkata",Fast Food,₹150,9am – 9pm (Mon-Sun),22.84655115,87.60551065
Bunkers Dhaba,146 votes,3.4,"125/1, 4th Floor, Suncity The Barasat Mall, Jessor Road, Barasat, Kolkata",Fast Food,₹700,11am – 9pm (Mon-Sun),22.60177845,88.00785525
Neil's Kitchen,474 votes,3.3,"F4, Calcutta Green, Ajoy Nagar, Kolkata","Biryani, North Indian",₹600,12noon – 12midnight (Mon-Sun),22.4865817,88.3930946
Spice Garden,28 votes,2.6,"City Mall, 1/3, Barasat, Kolkata","Biryani, North Indian",₹800,11am – 9pm (Mon-Sun),23.59410965,80.49471225
Toaste Adda,65 votes,2.9,"145, VIP Road, Raghunathpur, Baguihati, Kolkata","North Indian, Chinese",₹450,11am – 10pm (Mon-Sun),22.6224078,88.4327193
Chat Chaupati,92 votes,3.5,"11, G.T. Road, Kheyaghat, Uttarpara, Kolkata","North Indian, Chinese",₹200,4pm – 10pm (Mon-Sun),22.6721416,88.34044245
Papilli,150 votes,3.5,"72, Biren Roy Road West, Behala, Kolkata","Beverages, Fast Food",₹600,3pm – 10pm (Mon-Sun),22.4841909,88.302074
Anandamayee Sweets,30 votes,3.5,"P 710, Lake Town, Block-A, Near Spencers, Lake Town, Kolkata","Beverages, Fast Food",₹100,7am – 10pm (Mon-Sun),22.6047418,88.40580715
Ganesh Pav Bhaji,71 votes,3.5,"Swimming Pool, Sector 1, Salt Lake","Sandwich, Fast Food, Beverages",₹200,4pm – 10pm (Mon-Sun),22.59362175,88.41795685
Gourav Food Corner,59 votes,3.1,"H 1/16, S.L Sarani, Anuj Complex, Joramandir, Near APEX Hospital, Baguihati, Kolkata","Sandwich, Fast Food, Beverages",₹400,10:30am – 10:30pm (Mon-Sun),22.4760392,87.8567228
Bala G,84 votes,2.7,"339, Canal Street Road, Amway Building, Lake Town, Kolkata","Pizza, Fast Food, Beverages",₹500,10am – 10:30pm (Mon-Sun),22.5998076,88.4058005
Roti di Potli,62 votes,3.4,"232, Ground Floor, Bangur Avenue, Block-B, Bangur, Kolkata","Pizza, Fast Food, Beverages",₹300,"Closed (Mon),11:30am – 2:30pm, 6pm – 9:30pm...",22.606221,88.41048505
Bawarchi,32 votes,3.1,"NP-372, Nayapatty Main Road, Sector 5, Salt Lake, Kolkata",Biryani,₹450,10am – 11pm (Mon-Sun),22.5823411,88.4382683
Emoji,88 votes,3.6,"10-0715, Street 715, Action Area 2D, Near Tank 12, New Town, Kolkata",Biryani,₹500,12noon – 11pm (Mon-Sun),22.5837286,88.4695656
Balaji Food Centre,106 votes,2.9,"18, Janata Sarani, Hindmotor, Kolkata","Chinese, Bengali",₹500,7:30am – 10:30pm (Mon-Sun),22.6859558,88.3429166
Rannar Ghor,23 votes,2.9,"D/36, School Road, Sodepur, Near Keya More, Sodepur",Fast Food,₹200,8am – 8pm (Mon-Sun),22.3801908,87.34044275
Mahi's Kitchen,8 votes,3,"28, Nimchand Maitra Street, Bonhooghly, Near Barahnagar Municipality, Baranagar, Kolkata",Fast Food,₹350,"12noon – 10pm (Mon, Tue, Wed, Fri, Sat, Sun)...",22.6475768,88.372639
Suswadu,51 votes,3.1,"BG-153, Sector 2, Salt Lake, Kolkata","Bengali, Chinese, Fast Food, Rolls",₹150,8am – 10pm (Mon-Sun),22.58977375,88.42730995
Patol Posto,392 votes,2.8,"113, Kanungo Park, Garia, Kolkata","Bengali, Chinese, Fast Food, Rolls",₹350,"12noon – 9pm (Mon, Tue, Wed, Fri, Sat, Sun)...",22.4678305,88.3785631
Biryani Hut,38 votes,3.3,"Infront Of Sukhobrishti Complex, New Town, Kolkata",Chinese,₹300,11am – 12midnight (Mon-Sun),22.5698699,88.5087498
Pyknic,28 votes,2.8,"181, School Road, Sodepur, Kolkata",Fast Food,₹400,12:30pm – 11pm (Mon-Sun),22.7015054,88.385442
Smith's Diner,23 votes,3.3,"53, Bansdroni, New Government Colony, Tollygunge, Kolkata",Fast Food,₹400,1pm – 10:30pm (Mon-Sun),22.4904528,88.35011895
Ruchita Restaurant,12 votes,3.4,"Near Boys School, Sodepur Road, Madhyamgram, Near Barasat, Kolkata",Bakery,₹250,12noon – 11pm (Mon-Sun),22.70719845,88.47341785
Ajooba Biryani Junction,14 votes,3.1,"Shop 27 & 28, Near Peerless Hospital, Pancha Sayar, Garia, Kolkata",Bakery,₹300,11am – 11pm (Mon-Sun),22.4806837,88.3941722
Taste of Life,21 votes,3.2,"349/ 5, 10/56 A, NSC Bose Road, Netaji Nagar Road, Sahid Nagar, Tollygunge, Kolkata",South Indian,₹400,11am – 11pm (Mon-Sun),22.439973,88.4774313
Boithak-Khana,182 votes,3.5,"36, Motilal Colony, Nirmal Sengupta Sarani Road, Rajbari, Phoenix Nursing Home, Near Airport Gate 2, Dum Dum, Kolkata","Desserts, Fast Food",₹450,"8am – 2pm, 5pm – 11:30pm (Mon, Tue, Thu, Fri...",22.6468884,88.43229795
Sukh Sagar,30 votes,2.4,"38, Rishi Bankim Sarani, Serampore, Kolkata","Desserts, Fast Food",₹200,11am – 10pm (Mon-Sun),22.7504041,88.3467844
Hariyali,4 votes,3,"C/E 11, Suralok Apartments, Rajarhat Road, Jyangra Chowmataha, Baguihati, Kolkata","North Indian, Mughlai, Chinese, Bengali",₹250,12noon – 12midnight (Mon-Sun),22.377381,87.3217879
Paris Bakery,24 votes,3.3,"Joramandir Shastry Bagan, V.I.P Road, Deshbandhu Nagar, Baguiati, Kolkata",Mishti,₹500,10am – 10pm (Mon-Sun),22.61366135,88.42890645
Utsav Restaurant,88 votes,3.1,"Shop 5, Nilgunj Road, CSTC Head Quarter Main Gate, Belghoria, Kolkata",Mishti,₹500,"12noon – 3pm, 5pm – 11pm (Mon-Sun)",22.67353195,88.37936915
Food & Final,29 votes,3.3,"Near Shitala Mandir, Teghoria Mondal Para, Main Road, Kaikhali, Kolkata",Mishti,₹400,12:30pm – 11pm (Mon-Sun),22.6302146,88.4286884
Moon's Cakes n Cooks,14 votes,3.2,"Sunny Seasons Complex, Kamalgazi, Narendra Pur, Kolkata",Mishti,₹400,11am – 10pm (Mon-Sun),22.44978765,88.39835575
Bhojon Rasik,30 votes,3.3,"42/A, Gopal Lal Tagore Road, Near Ramkrishna Mission School, Baranagar, Kolkata","Chinese, North Indian",₹500,12noon – 10pm (Mon-Sun),22.571382,87.35289675
Arati Mistanna Bhandar,7 votes,3.2,"342, Baranagar Bazaar, Maharaja Nanda Kumar Road, Kutighat, Baranagar, Kolkata","Chinese, North Indian",₹100,7am – 10pm (Mon-Sun),22.6402558,88.36709105
Sivalika Kitchen,39 votes,3.2,"317, GT Road, Belur, Kolkata",Fast Food,₹500,8am – 9:30pm (Mon-Sun),22.633412,88.3522321
Online Kitchen,50 votes,3.3,"Purti Star, Rajarhat Road, Gopalpur, New Town, Kolkata",Fast Food,₹250,1pm – 12midnight (Mon-Sun),22.6325102,88.4641886
Baked By Bony,21 votes,3.4,"3/1, Kalinath Ghoshal Road, Baranagar, Kolkata","Continental, Fast Food",₹350,8am – 8pm (Mon-Sun),22.3869849,87.26558225
Tempting Delicacy,184 votes,3.2,"15, Nilgunge Road, Indira Nagar, Block 1, Sodepur, Kolkata","Continental, Fast Food",₹500,12noon – 12midnight (Mon-Sun),22.6979563,88.3806556
Chill Beep,17 votes,3.2,"120, Rafi Ahmed Kidwai Road, Kalitalla, Baguihati, Kolkata",Fast Food,₹150,8am – 10pm (Mon-Sun),22.6143557,88.4185409
The Madras Cafe,66 votes,3.3,"124, James Long Sarani, Thakur Pukur, Kolkata",Fast Food,₹300,8am – 10pm (Mon-Sun),22.4665768,88.3108362
ACT II,4 votes,2.8,"Shop 232, Nayapatti, Behind Chok Mandir, Sector 5, Salt Lake, Kolkata",Street Food,₹300,8am – 3:30am (Mon-Sun),22.5822576,88.4383146
Pizza Burger & More,6 votes,2.4,"Shop 232, Nayapatti, Behind Chok Mandir, Sector 5, Salt Lake, Kolkata",Mithai,₹200,8am – 10pm (Mon-Sun),22.5822576,88.4383146
Anytime Snacks 24*7,28 votes,2.5,"Shop 232, Nayapatti, Behind Chok Mandir, Sector 5, Salt Lake, Kolkata","Continental, Asian",₹200,8am – 1am (Mon-Sun),22.5822576,88.4383146
GST - Grilled Sandwich Toast,24 votes,2.7,"P-207, BL - B, Lake Town, Kolkata",Street Food,₹300,3pm – 10pm (Mon-Sun),22.60361855,88.4083421
Aafrin Biryani,12 votes,3.1,"54, Biren Roy Road, Bakultala, Behala, Kolkata",Bakery,₹250,12noon – 11pm (Mon-Sun),22.484041,88.303021
Souvicks Eatery,47 votes,3.3,"AK 257, Sector 2, Salt Lake, Kolkata",Bakery,₹450,"12noon – 10:30pm (Mon),12noon – 10pm...",22.58626565,88.42879655
Ice & Spice,107 votes,3.2,"Chakpanchuria, Near Unitech Gate 1, New Town, Kolkata","North Indian, Bengali",₹300,12noon – 12midnight (Mon-Sun),22.56773585,88.4866189
Cheesy Blast,49 votes,3.3,"Ecospace, Opposite Gate 1, GP Service Road, New Town, Kolkata","North Indian, Bengali",₹150,11am – 3am (Mon-Sun),22.579877,88.4655011
Monarch Food Junction,29 votes,3.1,"479/3 Swamiji Swaroni, Gowala Baga, Near Sani Mondir, Sector 5, Salt Lake, Kolkata","Chinese, Bengali",₹300,8am – 10pm (Mon-Sun),22.41439955,87.78793835
Rabindra Hotel & Fast Food,13 votes,2.9,"26, Biren Roy Road, Behala, Kolkata","Chinese, Bengali",₹400,12noon – 10pm (Mon-Sun),22.484895,88.306545
The Bake-Ari Nation,10 votes,3.1,"31, Narayanpur, Gopalpur Gram, New Town, Kolkata","Chinese, Tibetan",₹200,24 Hours (Mon-Sun),22.645393,88.457666
Spicy Republic,24 votes,3.2,"Block C, Downtown Mall, Uniworld City, Action Area 3, Main Arterial Road, Rajarhat, New Town, Kolkata","Chinese, Tibetan",₹600,11:30am – 10:30am (Mon-Sun),22.56478415,88.5043956
Dhungro,40 votes,2.8,"8/83, Ground Floor, Space Hut, VIP Road, Near Kaikhali, Kolkata",Mishti,₹550,11:30am – 10:30pm (Mon-Sun),22.3892571,87.284103
Jagatbandhu Mistanna Bhandar,5 votes,3,"A 19, Ananda Nagar, Dakshin Behala Road, Behala","Bengali, Chinese",₹200,7am – 11pm (Mon-Sun),22.48425605,88.30228145
